Repo,Link,Archived,Creation Date,Topics,#Star,#Watch,#Fork,#Releases,#Contributors,Languages,Size,#Open Issues,#Pull Requests,#Branches,#Tags,#Commits,#Comments,#Downloads,#Deployments,,,,
nfmoore/databricks-kubernetes-online-inference-poc,https://github.com/nfmoore/databricks-kubernetes-online-inference-poc,FALSE,12/6/2021 0:11,"['databricks', 'kubernetes', 'mlflow', 'azure', 'github-actions', 'machine-learning', 'mlops', 'python']",9,2,4,4,2,Bicep,11758,0,0,1,4,13,0,0,17,,,,
usnistgov/lantern,https://github.com/usnistgov/lantern,FALSE,6/2/2021 19:49,"['bioinformatics', 'machine-learning', 'computational-biology', 'synthetic-biology', 'protein-engineering']",23,2,2,1,1,Python,1900,0,0,1,3,186,0,0,0,,,,
desi-ivanova/idad,https://github.com/desi-ivanova/idad,FALSE,10/24/2021 10:43,[],12,1,3,0,1,Python,74,0,0,2,0,5,0,0,0,,,,
bentoml/BentoML,https://github.com/bentoml/BentoML,FALSE,4/2/2019 1:39,"['model-serving', 'model-deployment', 'model-management', 'ml-platform', 'ml-infrastructure', 'ml', 'ai', 'machine-learning', 'aws-sagemaker', 'aws-lambda', 'azure-ml', 'mlops', 'machine-learning-operations', 'bentoml', 'kubernetes', 'prediction-service', 'tensorflow', 'deep-learning', 'pytorch', 'hacktoberfest']",4148,59,480,61,129,Python,51083,98,16,5,84,2029,4,0,1,,,,
carefree0910/carefree-learn,https://github.com/carefree0910/carefree-learn,FALSE,6/17/2020 17:44,"['pytorch', 'automl', 'algorithm', 'ensemble', 'numpy', 'machine-learning', 'tabular-data', 'python', 'deep-learning', 'data-science', 'tabular-datasets', 'computer-vision']",369,10,35,25,1,Python,4324,0,0,2,27,4047,0,0,0,,,,
hanqi-qi/tokenUni,https://github.com/hanqi-qi/tokenUni,FALSE,6/12/2021 14:08,[],7,1,0,0,1,Python,10933,1,0,1,0,41,0,0,0,,,,
MindRank-Biotech/PharmKG,https://github.com/MindRank-Biotech/PharmKG,FALSE,11/15/2020 13:15,[],34,2,6,0,1,Python,1446,4,0,1,0,2,0,0,0,,,,
pinarersoy/PySpark_SparkSQL_MLib,https://github.com/pinarersoy/PySpark_SparkSQL_MLib,FALSE,8/7/2019 6:16,"['datascience', 'machine-learning', 'spark', 'sparksql', 'pyspark', 'python', 'mlib', 'jupyter-notebook', 'anaconda']",9,2,8,0,1,Jupyter Notebook,77,0,0,1,0,13,0,0,0,,,,
evidentlyai/evidently,https://github.com/evidentlyai/evidently,FALSE,11/25/2020 15:20,"['data-drift', 'jupyter-notebook', 'pandas-dataframe', 'machine-learning', 'model-monitoring', 'html-report', 'production-machine-learning', 'machine-learning-operations', 'mlops', 'data-science', 'hacktoberfest']",2816,30,306,38,25,Python,131560,54,8,50,38,1465,0,0,0,,,,
Apress/industrial-machine-learning,https://github.com/Apress/industrial-machine-learning,FALSE,10/10/2019 18:35,[],16,4,19,1,2,Jupyter Notebook,772409,0,0,1,1,17,0,0,0,,,,
aiadvocates/roshambo,https://github.com/aiadvocates/roshambo,FALSE,1/15/2021 20:08,[],12,8,8,0,2,TypeScript,104596,0,0,2,0,76,0,0,4,,,,
kelvincjr/myRepo,https://github.com/kelvincjr/myRepo,FALSE,9/1/2018 7:48,[],9,0,0,0,1,Python,48234,5,4,5,0,34,0,0,0,,,,
colbyford/sparkitecture,https://github.com/colbyford/sparkitecture,FALSE,1/28/2019 0:28,"['spark', 'spark-scripts', 'random-forest', 'decision-tree', 'apache-spark', 'mllib', 'sparkml', 'sparkmllib', 'databricks', 'pyspark']",10,2,4,2,2,,681,0,0,1,2,133,0,0,19,,,,
Heytec/ADS_REV_code,https://github.com/Heytec/ADS_REV_code,FALSE,5/4/2021 12:51,[],5,2,170,0,1,Jupyter Notebook,547187,1,1,1,0,59,0,0,0,,,,
AI-Rank/AI-Rank,https://github.com/AI-Rank/AI-Rank,FALSE,12/1/2020 8:55,8,1,9,0,10,Python,310504,7,7,1,0,48,0,0,0,,,,,
autotraderuk/fastapi-mlflow,https://github.com/autotraderuk/fastapi-mlflow,FALSE,1/28/2022 12:19,"['mlops', 'api', 'fastapi', 'python3', 'python', 'mlflow']",6,3,0,1,1,Python,146,1,0,1,5,26,0,0,0,,,,
mberr/ea-sota-comparison,https://github.com/mberr/ea-sota-comparison,FALSE,10/30/2020 14:44,"['entity-alignment', 'knowledge-graph', 'graph-neural-network', 'word-embedding-evaluation']",16,2,2,3,1,Python,126,0,0,1,3,4,0,0,0,,,,
nasa/ML-airport-taxi-out,https://github.com/nasa/ML-airport-taxi-out,FALSE,8/26/2021 14:09,"['usg-artificial-intelligence', 'usg-ai-training-data', 'machine-learning', 'airport', 'airport-simulation']",27,4,4,0,3,Python,13497,0,0,1,0,11,0,0,0,,,,
HabanaAI/Model-References,https://github.com/HabanaAI/Model-References,FALSE,8/18/2020 6:45,[],64,28,35,0,2,Python,86196,10,3,19,0,2,0,0,0,,,,
averkij/lingtrain-aligner-editor,https://github.com/averkij/lingtrain-aligner-editor,FALSE,9/29/2020 13:21,[],24,2,4,0,1,Vue,10504,8,0,17,0,264,0,0,0,,,,
niall-turbitt/e2e-mlops,https://github.com/niall-turbitt/e2e-mlops,FALSE,4/1/2022 8:00,[],49,8,69,4,3,Python,2831,1,0,1,4,304,0,0,0,,,,
pwoznicki/AutoRadiomics,https://github.com/pwoznicki/AutoRadiomics,FALSE,4/3/2021 22:13,"['medical-image-processing', 'medical-image-computing', 'radiomics']",17,2,1,1,1,Python,4516,4,0,4,3,274,0,0,18,,,,
JHibbard/mlflow-vizmod,https://github.com/JHibbard/mlflow-vizmod,FALSE,10/12/2020 22:15,[],20,3,1,0,2,HTML,43162,12,0,1,0,20,0,0,0,,,,
fugue-project/tune,https://github.com/fugue-project/tune,FALSE,9/1/2020 5:21,"['parameter-tuning', 'hyperparameter-tuning', 'hyperparameter-optimization', 'machine-learning', 'distributed-computing', 'distributed', 'distributed-systems']",23,3,3,26,1,Python,410,7,0,1,26,38,0,0,0,,,,
radcheb/product-categories-4all,https://github.com/radcheb/product-categories-4all,FALSE,11/27/2021 10:29,[],7,2,0,0,1,Python,16285,0,0,1,0,5,0,0,0,,,,
prajdabre/yanmtt,https://github.com/prajdabre/yanmtt,FALSE,6/8/2021 12:13,[],112,4,18,2,2,Python,47004,21,0,4,2,199,0,0,0,,,,
momih/lateral-view-analysis,https://github.com/momih/lateral-view-analysis,FALSE,3/18/2019 22:16,[],6,2,4,1,3,Jupyter Notebook,2124,0,0,1,2,159,0,0,0,,,,
thu-coai/Emotional-Support-Conversation,https://github.com/thu-coai/Emotional-Support-Conversation,FALSE,5/26/2021 13:42,[],110,6,23,0,1,Python,73905,3,0,1,0,10,0,0,0,,,,
ma3oun/hrn,https://github.com/ma3oun/hrn,FALSE,10/19/2020 15:32,[],20,2,0,0,1,Python,2609,0,0,1,0,19,0,0,0,,,,
Azure/arm-ttk,https://github.com/Azure/arm-ttk,FALSE,11/11/2019 23:04,[],351,30,162,25,41,PowerShell,3496,80,4,7,25,829,3,0,0,,,,
CuongNN218/zalo_ltr_2021,https://github.com/CuongNN218/zalo_ltr_2021,FALSE,12/11/2021 1:15,[],126,2,44,0,2,Python,10720,1,0,2,0,24,0,0,0,,,,
supikiti/hydra-mlflow-optuna-sample,https://github.com/supikiti/hydra-mlflow-optuna-sample,FALSE,12/17/2020 23:37,[],25,2,0,0,1,Python,20,0,0,3,0,27,0,0,0,,,,
Deep-Spark/deepsparkhub,https://github.com/Deep-Spark/deepsparkhub,FALSE,9/8/2022 9:07,[],15,3,4,0,1,Python,231320,0,0,1,0,3,0,0,0,,,,
Cai-Yichao/torch_backbones,https://github.com/Cai-Yichao/torch_backbones,FALSE,9/14/2020 9:01,"['backbones', 'backbone-cnns', 'pytorch']",127,1,40,1,1,Python,122,0,0,1,1,25,0,0,0,,,,
chenditc/basic_trading_strategy,https://github.com/chenditc/basic_trading_strategy,FALSE,7/14/2021 2:54,[],7,4,2,0,2,Jupyter Notebook,3605,13,0,3,0,166,0,0,0,,,,
hzdr/mlops_comparison,https://github.com/hzdr/mlops_comparison,FALSE,8/3/2021 6:15,[],6,2,2,0,1,Python,273,0,0,1,0,4,0,0,0,,,,
dmatrix/jsd-mlflow-examples,https://github.com/dmatrix/jsd-mlflow-examples,FALSE,6/27/2018 1:01,[],27,3,23,0,3,Jupyter Notebook,11425,0,0,1,0,107,0,0,0,,,,
sertansenturk/cookiecutter-ds-docker,https://github.com/sertansenturk/cookiecutter-ds-docker,FALSE,3/27/2020 16:10,"['mlflow', 'jupyter', 'docker', 'python', 'data-science', 'cookiecutter', 'tensorflow', 'pyspark']",11,2,2,12,2,Makefile,4766,4,1,3,12,362,0,0,0,,,,
ahmedsmostafa/databricks-azureml-mlops,https://github.com/ahmedsmostafa/databricks-azureml-mlops,FALSE,4/3/2020 14:45,[],19,2,17,0,1,Python,991,1,1,1,0,37,0,0,0,,,,
KaiquanMah/Training,https://github.com/KaiquanMah/Training,FALSE,1/8/2019 13:48,"['python', 'datascience']",7,2,2,0,1,Jupyter Notebook,399110,0,0,1,0,4497,1,0,0,,,,
kedro-org/kedro,https://github.com/kedro-org/kedro,FALSE,4/18/2019 10:29,"['pipeline', 'kedro', 'hacktoberfest', 'mlops', 'experiment-tracking', 'python', 'machine-learning']",7738,103,724,33,155,Python,155450,193,24,33,33,2061,13,0,2,,,,
Ikomia-dev/IkomiaApi,https://github.com/Ikomia-dev/IkomiaApi,FALSE,2/15/2021 15:50,"['computer-vision', 'deep-learning', 'image-processing', 'detectron2', 'opencv', 'openmmlab', 'python', 'pytorch', 'tensorflow', 'computervision']",12,1,0,0,2,Python,11878,1,0,1,8,503,0,0,0,,,,
cheukhin1024/Financial-Project-in-Azure,https://github.com/cheukhin1024/Financial-Project-in-Azure,FALSE,2/3/2022 2:56,"['azure-databricks', 'apache-spark', 'python', 'delta-lake', 'azure', 'sckit-learn', 'opencv']",6,1,0,0,1,Python,441,0,0,1,0,168,0,0,0,,,,
napulen/AugmentedNet,https://github.com/napulen/AugmentedNet,FALSE,2/12/2021 21:57,[],18,1,0,25,1,Jupyter Notebook,49182,12,0,23,31,784,0,0,72,,,,
iamsoroush/abstractions,https://github.com/iamsoroush/abstractions,FALSE,11/20/2021 11:13,[],6,1,0,0,2,Python,252,0,0,2,0,114,0,0,0,,,,
anyscale/academy,https://github.com/anyscale/academy,FALSE,4/6/2020 16:22,[],432,18,168,11,18,Jupyter Notebook,160340,22,1,8,52,572,0,0,0,,,,
whiteboxml/teaching-ml-in-production,https://github.com/whiteboxml/teaching-ml-in-production,FALSE,9/20/2019 15:26,[],52,3,17,0,3,Jupyter Notebook,982,19,18,20,0,32,0,0,0,,,,
Azure/nlp-samples,https://github.com/Azure/nlp-samples,FALSE,7/21/2021 5:06,"['azure', 'azure-machine-learning', 'transformers', 'nlp', 'huggingface', 'pytorch', 'gpt2']",9,5,2,0,4,Shell,166,1,1,5,0,97,0,0,0,,,,
scaleoutsystems/examples,https://github.com/scaleoutsystems/examples,FALSE,6/22/2021 20:40,[],5,4,5,0,9,Jupyter Notebook,56997,9,4,13,0,232,0,0,0,,,,
manifoldai/orbyter-cookiecutter,https://github.com/manifoldai/orbyter-cookiecutter,FALSE,9/22/2019 4:04,[],68,24,16,2,13,Python,324,13,2,40,2,108,0,0,0,,,,
davew-msft/MLOps-E2E,https://github.com/davew-msft/MLOps-E2E,FALSE,10/23/2019 13:43,[],7,3,8,0,3,Jupyter Notebook,57949,0,0,2,0,201,0,0,0,,,,
DSSGxUK/bmwi,https://github.com/DSSGxUK/bmwi,FALSE,8/9/2021 9:19,"['python', 'forecasting', 'vector-autoregression', 'machine-learning', 'open-source', 'data-science-for-social-good']",6,2,3,0,4,Jupyter Notebook,113740,0,0,6,0,413,0,0,41,,,,
bgroenks96/generative-downscaling,https://github.com/bgroenks96/generative-downscaling,FALSE,9/13/2019 17:35,[],22,1,11,0,1,Jupyter Notebook,18436,0,0,1,0,29,0,0,0,,,,
Azure/MachineLearningNotebooks,https://github.com/Azure/MachineLearningNotebooks,FALSE,8/17/2018 17:29,"['machine-learning', 'notebook', 'azure', 'deep-learning', 'data-science', 'azure-machine-learning', 'azure-ml', 'azureml']",3486,2040,2261,28,55,Jupyter Notebook,77769,333,36,233,94,1247,3,0,122,,,,
ujiuji1259/shinra-attribute-extraction,https://github.com/ujiuji1259/shinra-attribute-extraction,FALSE,8/10/2021 9:29,[],11,1,4,0,2,Python,65,0,0,1,0,36,0,0,0,,,,
jurgisp/mlflow-browser,https://github.com/jurgisp/mlflow-browser,FALSE,2/22/2021 7:34,[],5,2,0,0,1,Python,356,1,0,1,0,136,0,0,0,,,,
GBuenaflor/01azure-aks-databricks-mlflow-azureML-deployment,https://github.com/GBuenaflor/01azure-aks-databricks-mlflow-azureML-deployment,FALSE,7/26/2020 1:05,"['azure-databricks', 'aks-cluster', 'azure-terraform', 'notebook', 'mlflow', 'azure-ml', 'aci', 'dataset', 'workspace', 'terraform', 'container-ecosystem']",6,2,5,0,1,Jupyter Notebook,3011,0,0,1,0,42,0,0,0,,,,
kumarvc/model-experimentation,https://github.com/kumarvc/model-experimentation,FALSE,12/29/2020 5:51,[],6,2,12,0,1,Jupyter Notebook,265,0,0,1,0,1,0,0,0,,,,
Azure/fta-azure-machine-learning,https://github.com/Azure/fta-azure-machine-learning,FALSE,9/3/2021 15:55,[],12,64,7,0,6,Jupyter Notebook,125984,3,3,3,0,130,0,0,0,,,,
numenta/nupic.research,https://github.com/numenta/nupic.research,FALSE,4/11/2019 20:25,[],95,29,47,0,20,Jupyter Notebook,68040,5,1,2,0,4743,3,0,0,,,,
AcecomFCUNI/Topicos-IA,https://github.com/AcecomFCUNI/Topicos-IA,FALSE,3/19/2021 13:44,[],7,3,3,0,4,Jupyter Notebook,54439,0,0,1,0,86,1,0,0,,,,
NRCan/geo-deep-learning,https://github.com/NRCan/geo-deep-learning,FALSE,9/7/2018 17:20,"['deep-learning', 'cnn', 'pytorch', 'unet', 'semantic-segmentation', 'deeplabv3', 'remote-sensing']",122,18,41,3,14,Python,106346,41,7,3,9,628,0,0,0,,,,
deepfindr/gvae,https://github.com/deepfindr/gvae,FALSE,8/5/2021 15:52,[],34,2,9,0,1,Python,1375,0,0,2,0,7,0,0,0,,,,
shivp950/AzureML_MLflow_demo,https://github.com/shivp950/AzureML_MLflow_demo,FALSE,11/30/2020 7:13,[],6,2,4,0,1,Python,96,0,0,1,0,62,0,0,0,,,,
MichaelSchwabe/conv-ebnas-thesis,https://github.com/MichaelSchwabe/conv-ebnas-thesis,FALSE,10/30/2021 12:04,[],5,1,0,0,1,Python,278032,0,0,1,0,13,0,0,0,,,,
stockblog/webinar_mlflow,https://github.com/stockblog/webinar_mlflow,FALSE,3/17/2021 7:29,[],12,2,8,0,2,Jupyter Notebook,24,1,1,1,0,9,0,0,0,,,,
mshtelma/lendingclubscoringdbx,https://github.com/mshtelma/lendingclubscoringdbx,FALSE,5/17/2021 21:38,[],7,3,9,0,2,Python,46,0,0,2,0,37,0,0,0,,,,
ray-project/mlflow-ray-serve,https://github.com/ray-project/mlflow-ray-serve,FALSE,12/17/2020 21:11,[],26,6,5,2,3,Python,41,5,1,2,2,33,0,0,0,,,,
Azure/AutoML-vNext-Preview,https://github.com/Azure/AutoML-vNext-Preview,FALSE,3/10/2021 0:51,[],10,31,2,0,4,Python,205,5,2,13,0,117,0,0,0,,,,
zivdar001matin/computational-intelligence-final-project,https://github.com/zivdar001matin/computational-intelligence-final-project,FALSE,1/24/2022 19:52,"['mlflow', 'cnn', 'pytorch', 'pytorch-lightning']",10,2,0,0,1,Python,17,0,0,2,0,15,0,0,1,,,,
InfuseAI/primehub,https://github.com/InfuseAI/primehub,FALSE,4/2/2019 13:08,"['jupyter', 'jupyterhub', 'keycloak', 'kubernetes', 'machine-learning', 'data-science', 'docker', 'primehub-ce', 'primehub', 'distributed-systems']",318,23,24,32,20,Python,5454,0,0,509,78,1663,0,0,0,,,,
PacktPublishing/Essential-PySpark-for-Scalable-Data-Analytics,https://github.com/PacktPublishing/Essential-PySpark-for-Scalable-Data-Analytics,FALSE,1/4/2021 7:45,[],21,4,17,0,5,Jupyter Notebook,88866,0,0,1,0,87,0,0,0,,,,
microsoft/MLOps,https://github.com/microsoft/MLOps,FALSE,5/3/2019 20:55,"['mlops', 'azureml']",1220,61,412,0,24,Jupyter Notebook,383254,16,4,12,0,317,0,0,59,,,,
vatsal220/medium_articles,https://github.com/vatsal220/medium_articles,FALSE,3/9/2021 3:03,[],22,1,14,0,1,Jupyter Notebook,60952,17,0,1,0,375,0,0,0,,,,
equester/mlops-plugin_2020,https://github.com/equester/mlops-plugin_2020,FALSE,5/28/2020 15:43,[],13,6,11,0,1,Jupyter Notebook,47235,1,0,2,0,10,0,0,0,,,,
3778/Ward2ICU,https://github.com/3778/Ward2ICU,FALSE,9/11/2019 5:59,"['generative-adversarial-network', 'deep-learning', 'machine-learning', 'gans', 'pytorch', 'arxiv', 'paper', 'privacy', 'healthcare']",26,4,8,0,1,Python,652,1,0,1,0,27,0,0,0,,,,
dmatrix/mlflow-workshop-project-expamle-1,https://github.com/dmatrix/mlflow-workshop-project-expamle-1,FALSE,4/19/2020 20:05,[],6,1,8,0,1,Python,313,1,1,1,0,19,0,0,0,,,,
adb-essentials/adb-essentials-demos,https://github.com/adb-essentials/adb-essentials-demos,FALSE,9/23/2021 14:12,[],43,8,40,0,4,Python,738,0,0,3,0,104,0,0,0,,,,
DiploDatos/AprendizajeSupervisado,https://github.com/DiploDatos/AprendizajeSupervisado,FALSE,6/29/2018 20:47,[],14,8,63,0,5,Jupyter Notebook,92184,0,0,2,0,114,0,0,0,,,,
amesar/mlflow-spark-summit-2019,https://github.com/amesar/mlflow-spark-summit-2019,FALSE,4/23/2019 21:30,[],69,7,56,0,0,Jupyter Notebook,186,3,2,1,0,15,0,0,0,,,,
dbsys21/MLOps_E2E,https://github.com/dbsys21/MLOps_E2E,FALSE,2/13/2022 2:50,[],6,1,7,1,1,Roff,238,0,0,1,1,58,0,0,0,,,,
DataScienceResearchPeru/meetups-archivos,https://github.com/DataScienceResearchPeru/meetups-archivos,FALSE,8/30/2018 17:17,"['data-science', 'meetups-archivos', 'machine-learning', 'analytics', 'artificial-intelligence', 'deep-learning', 'neuronal-network', 'python', 'r', 'big-data', 'bigdata', 'meetups', 'workshops']",61,10,27,0,5,Jupyter Notebook,416003,1,1,1,0,28,0,0,0,,,,
cindyxinyiwang/emea,https://github.com/cindyxinyiwang/emea,FALSE,8/30/2021 20:22,[],10,1,4,0,1,Python,15956,1,0,1,0,8,0,0,0,,,,
salesforce/genhance,https://github.com/salesforce/genhance,FALSE,6/22/2021 23:05,[],19,5,10,0,2,Jupyter Notebook,4818,1,0,1,0,11,0,0,0,,,,
apache/dolphinscheduler,https://github.com/apache/dolphinscheduler,FALSE,3/1/2019 16:39,"['workflow-schedule', 'azkaban', 'airflow', 'task-scheduler', 'job-scheduler', 'cloud-native', 'data-pipelines', 'orchestration', 'workflow', 'workflow-orchestration', 'powerful-data-pipelines']",9250,312,3413,32,361,Java,170212,1004,118,25,36,7366,27,0,118,,,,
Galileo-Galilei/kedro-mlflow,https://github.com/Galileo-Galilei/kedro-mlflow,FALSE,4/5/2020 8:39,"['kedro-mlflow', 'kedro-plugin', 'kedro', 'mlflow', 'versioning', 'mlops', 'deployment', 'kedro-hook']",123,8,17,24,8,Python,1611,13,3,4,24,407,0,0,0,,,,
ironcladgeek/prAIce,https://github.com/ironcladgeek/prAIce,FALSE,8/30/2022 13:03,"['automl', 'forecasting', 'machine-learning-engineering', 'ml', 'mlops', 'python', 'stock-price-prediction']",28,1,0,0,1,Python,138,0,0,2,0,134,18,0,0,,,,
schelterlabs/arguseyes,https://github.com/schelterlabs/arguseyes,FALSE,7/15/2021 6:27,[],7,8,2,0,3,Python,96354,1,1,9,0,49,0,0,0,,,,
jmeisele/ml-ops,https://github.com/jmeisele/ml-ops,FALSE,5/12/2020 10:27,"['machine-learning', 'microservices', 'python', 'docker-compose', 'rabbitmq', 'airflow', 'grafana', 'influxdb', 'feast', 'fastapi']",91,3,15,0,4,Python,347909,13,11,12,0,137,0,0,0,,,,
Noodle-ai/mlflow_part2_dockerEnv,https://github.com/Noodle-ai/mlflow_part2_dockerEnv,FALSE,8/7/2020 7:44,[],17,3,3,0,1,Jupyter Notebook,1357,0,0,1,0,13,0,0,0,,,,
yennanliu/mlflow-heroku-dev,https://github.com/yennanliu/mlflow-heroku-dev,FALSE,7/16/2019 15:49,"['mlflow', 'machine-learning', 'experiment', 'data-science', 'data-engineering', 'heroku-deployment', 'docker']",5,1,3,0,1,Shell,28,0,0,1,0,47,0,0,0,,,,
pooya-mohammadi/cycle-gan-fer,https://github.com/pooya-mohammadi/cycle-gan-fer,FALSE,8/25/2021 7:00,[],23,1,1,0,2,Python,10197,0,0,1,0,29,0,0,0,,,,
schelterlabs/deml-lab,https://github.com/schelterlabs/deml-lab,FALSE,9/9/2019 14:59,[],9,0,5,0,3,Jupyter Notebook,14373,15,15,16,0,102,0,0,0,,,,
joelcthomas/modeldrift,https://github.com/joelcthomas/modeldrift,FALSE,7/29/2019 12:38,[],90,5,36,0,1,Python,11081,3,0,1,0,10,0,0,10,,,,
marshackVB/transformer_runner,https://github.com/marshackVB/transformer_runner,FALSE,10/21/2021 21:46,[],5,3,1,0,1,Python,442,0,0,1,0,44,0,0,0,,,,
IVRL/DSR,https://github.com/IVRL/DSR,FALSE,7/27/2022 7:38,[],6,4,1,0,2,Python,5166,0,0,1,0,10,0,0,0,,,,
andriygav/MachineLearning,https://github.com/andriygav/MachineLearning,FALSE,12/1/2020 12:50,"['machine-learning', 'python', 'python3']",5,3,0,0,1,Jupyter Notebook,5762,0,0,1,0,91,0,0,0,,,,
astronomer/airflow-data-quality-demo,https://github.com/astronomer/airflow-data-quality-demo,FALSE,7/7/2021 16:28,[],46,7,15,2,4,Python,955,0,0,23,2,222,0,0,0,,,,
AntonisCSt/Mlops_project_semicon,https://github.com/AntonisCSt/Mlops_project_semicon,FALSE,7/9/2022 16:44,[],16,1,1,0,1,Jupyter Notebook,8073,0,0,2,0,48,0,0,0,,,,
kredde/pytorch-lightning-hydra-mlflow,https://github.com/kredde/pytorch-lightning-hydra-mlflow,FALSE,4/26/2021 7:11,"['pytorch', 'pytorch-lightning', 'hydra', 'mlflow', 'deep-learning', 'template', 'config', 'research']",17,1,0,0,1,Python,13,0,0,1,0,3,0,0,0,,,,
cxliu0/OA-MIL,https://github.com/cxliu0/OA-MIL,FALSE,7/11/2022 8:06,"['noisy-labels', 'object-detection']",21,4,2,1,1,Python,4352,3,0,1,1,7,0,0,0,,,,
DougTrajano/mlflow-server,https://github.com/DougTrajano/mlflow-server,FALSE,8/10/2021 1:24,"['aws', 'mlflow', 'mlflow-docker', 'machine-learning']",22,1,10,16,2,HCL,486,0,0,2,16,291,0,0,1,,,,
Azure/mlops-project-template,https://github.com/Azure/mlops-project-template,FALSE,4/28/2022 14:46,[],21,19,26,2,18,Python,6097,9,3,9,2,413,0,0,0,,,,
aoelvp94/Spotydash,https://github.com/aoelvp94/Spotydash,FALSE,5/30/2021 21:34,[],11,2,3,0,2,Python,350,2,0,1,0,13,0,0,0,,,,
ofnote/lightex,https://github.com/ofnote/lightex,FALSE,7/14/2019 10:21,"['experimentation', 'modular', 'expt-manager', 'job-dispatcher', 'machine-learning', 'visualizers', 'data-scientist', 'storage-virtualization', 'kubernetes', 'docker', 'pytorch', 'tensorflow']",12,3,4,0,1,Python,193,9,1,1,0,24,0,0,0,,,,
smellslikeml/end-to-end-ml-workshop,https://github.com/smellslikeml/end-to-end-ml-workshop,FALSE,2/20/2022 2:32,[],6,1,2,0,2,Python,91,0,0,1,0,12,0,0,0,,,,
PacktPublishing/The-Machine-Learning-Solutions-Architect-Handbook,https://github.com/PacktPublishing/The-Machine-Learning-Solutions-Architect-Handbook,FALSE,8/30/2021 8:34,[],38,4,21,0,5,Jupyter Notebook,930,1,0,1,0,31,0,0,0,,,,
piEsposito/TanD,https://github.com/piEsposito/TanD,FALSE,8/17/2020 13:41,"['data-science', 'machine-learning', 'fastapi', 'pytorch', 'sklearn', 'workflow-automation', 'mlflow']",8,1,1,4,2,Python,111,0,0,1,4,38,0,0,0,,,,
Lightning-AI/lightning,https://github.com/Lightning-AI/lightning,FALSE,3/31/2019 0:45,"['python', 'deep-learning', 'artificial-intelligence', 'ai', 'pytorch', 'data-science', 'machine-learning']",20441,227,2620,110,449,Python,114077,670,133,259,157,7957,52,0,117,,,,
mlflow/mlp-regression-template,https://github.com/mlflow/mlp-regression-template,FALSE,6/1/2022 18:45,[],58,8,59,0,13,Python,410,7,0,22,0,190,0,0,0,,,,
dmatrix/feast_workshops,https://github.com/dmatrix/feast_workshops,FALSE,7/28/2021 23:06,[],11,2,8,0,1,Jupyter Notebook,24853,2,1,8,0,123,0,0,0,,,,
alyildiz/sncf_forecast,https://github.com/alyildiz/sncf_forecast,FALSE,8/24/2021 22:21,"['docker', 'deep-learning', 'mlflow', 'dbmongo', 'sqlite', 'airflow', 'python']",5,2,0,0,1,Python,3398,0,0,1,0,26,0,0,0,,,,
HCTsai/MLOps_DevOpsDays_2022,https://github.com/HCTsai/MLOps_DevOpsDays_2022,FALSE,9/6/2022 10:01,[],6,1,0,0,1,JavaScript,33577,0,0,2,0,24,0,0,0,,,,
jdvelasq/courses,https://github.com/jdvelasq/courses,FALSE,3/8/2021 16:55,"['analytics', 'data-science', 'big-data', 'big-data-analytics', 'training-materials']",6,2,6,0,2,,420829,13,1,1,0,164,0,0,160,,,,
koernigo/databricks_dl_demo,https://github.com/koernigo/databricks_dl_demo,FALSE,12/2/2020 17:57,[],5,1,1,0,2,Python,170,0,0,1,0,53,0,0,0,,,,
databricks/mlops-stack,https://github.com/databricks/mlops-stack,FALSE,7/18/2022 17:24,[],26,6,11,1,6,Python,967,4,1,4,2,12,0,0,0,,,,
amesar/mlflow-fun,https://github.com/amesar/mlflow-fun,FALSE,7/24/2018 21:56,[],22,4,12,0,2,Python,673,3,3,7,0,492,0,0,0,,,,
Gecofer/TFM_1920,https://github.com/Gecofer/TFM_1920,FALSE,3/21/2020 14:42,[],5,2,1,0,1,Jupyter Notebook,53577,0,0,1,0,193,0,0,0,,,,
BiomedSciAI/DPM360,https://github.com/BiomedSciAI/DPM360,FALSE,3/29/2021 14:53,"['deep-learning', 'ohdsi', 'python', 'machine-learning', 'omop', 'healthcare', 'pytorch', 'sklearn']",15,6,4,1,9,JavaScript,10022,6,0,5,1,104,0,0,25,,,,
qooba/mlflow-feast,https://github.com/qooba/mlflow-feast,FALSE,5/9/2021 21:54,[],9,2,3,0,1,Jupyter Notebook,20,0,0,1,0,5,0,0,0,,,,
aws-samples/eks-kubeflow-workshop,https://github.com/aws-samples/eks-kubeflow-workshop,FALSE,9/13/2019 23:30,[],95,10,54,3,7,Jupyter Notebook,1607,21,1,3,3,79,0,0,0,,,,
ovokpus/Income-Prediction-Pipeline,https://github.com/ovokpus/Income-Prediction-Pipeline,FALSE,7/29/2022 21:52,"['mlops', 'machinelearning', 'python', 'batch-processing', 'cloud-computing', 'docker', 'evidently', 'flask-restapi', 'mlflow-tracking', 'prefect']",5,1,1,0,1,Jupyter Notebook,526,0,0,1,0,44,0,0,0,,,,
chiahsuan156/DST-as-Prompting,https://github.com/chiahsuan156/DST-as-Prompting,FALSE,9/9/2021 5:38,"['dialogue', 'dialogue-state-tracking', 'natural-language-processing', 'prompt-tuning', 'prompting', 'schema', 'seq2seq', 't5', 'task-oriented-dialogue']",36,4,9,0,1,Python,12602,3,0,1,0,18,0,0,0,,,,
