Repo,Error
YC-wind/Dialogue_System_DEMO,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/YC-wind/Dialogue_System_DEMO (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA4FA30>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
MediaTek-Labs/common-kernel-4.19,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/MediaTek-Labs/common-kernel-4.19 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA4E9B0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
ulefoneofficial/Power-Armor-13,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/ulefoneofficial/Power-Armor-13 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA4F5B0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
silont-project/kernel_xiaomi_surya,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/silont-project/kernel_xiaomi_surya (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA4FFD0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
nunomachado/symbiosis,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/nunomachado/symbiosis (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA4FE50>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
ivantcholakov/starter-public-edition-4,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/ivantcholakov/starter-public-edition-4 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA4FD60>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
westerndigitalcorporation/RISC-V-Linux,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/westerndigitalcorporation/RISC-V-Linux (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA4FD30>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
cyberknight777/nethunter_kernel_oneplus_sm8150,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/cyberknight777/nethunter_kernel_oneplus_sm8150 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA4FDC0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
ammarfaizi2/linux-block,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/ammarfaizi2/linux-block (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA4FA00>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
DeFacto/DeFactoNLP,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/DeFacto/DeFactoNLP (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA4F550>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
Fr4ncisTaylor/Timotty,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/Fr4ncisTaylor/Timotty (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA4FD00>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
yarpiin/White-Wolf-UMI-UNI,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/yarpiin/White-Wolf-UMI-UNI (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA4FA30>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
pulp/pulp_container,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/pulp/pulp_container (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA4E9B0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
KONA-DEVS/kernel_xiaomi_sm8250,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/KONA-DEVS/kernel_xiaomi_sm8250 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA4F5B0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
HarukeyUA/android_kernel_xiaomi_laurel_sprout,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/HarukeyUA/android_kernel_xiaomi_laurel_sprout (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA4FFD0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
wweverma1/tfps-equipments-manager,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/wweverma1/tfps-equipments-manager (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA4FE50>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
reMarkable/linux,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/reMarkable/linux (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA4FD60>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
YakumoPANTS/Oneplus7P_Kernel_CheeN,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/YakumoPANTS/Oneplus7P_Kernel_CheeN (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA4FD30>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
NJU-TJL/OpenMP-MPI_Labs,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/NJU-TJL/OpenMP-MPI_Labs (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA4FDC0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
GSA/GSA-Acquisition-FAR,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/GSA/GSA-Acquisition-FAR (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA4FA00>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
L4STeam/linux,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/L4STeam/linux (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA4F550>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
janakajain/medbot,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/janakajain/medbot (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA4FD00>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
theanarkh/read-linux5.9.9-code,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/theanarkh/read-linux5.9.9-code (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA4FA30>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
roshan13ghimire/Voice_Based_Email,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/roshan13ghimire/Voice_Based_Email (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA4E9B0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
mushketyk/aima-python,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/mushketyk/aima-python (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA4F5B0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
effectai/neo-clojure-clr,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/effectai/neo-clojure-clr (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA4FFD0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
bloftin/rbots,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/bloftin/rbots (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA4FE50>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
realme-kernel-opensource/realme8_C25_C25s_Narzo30_Narzo50A_AndroidR_kernel_source,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/realme-kernel-opensource/realme8_C25_C25s_Narzo30_Narzo50A_AndroidR_kernel_source (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAA4FD60>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
